Date,Summary,Rating,Title,Pros,Cons,Helpful,URL,Company
" Jun 28, 2017","""Great place to work with great people.""",5,Former Employee - Anonymous Employee,good pay with very good schedule.,no overtime and remotely managed.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 29, 2017","""Tar""",5,"Former Employee - Anonymous Employee in Alberta, AL",Greatest in the car of t world,Thankful to no be there anymore,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 30, 2017","""Short time with an explosive company but easy to burn out""",3,Former Employee - Anonymous Employee,"Fast paced energetic atmosphere in a explosively growing company
Autonomy in projects and ability to fill needs that you see need filled
Complimentary food, snacks and lunch
LOADS of monthly Uber credits",Zero work life balance. Period.,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 30, 2017","""Contractor""",3,"Current Employee - Independent Contractor in Long Beach, CA",I am my Own boss,Not reliable financially and need more incentives...,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 2, 2017","""Smart but robotic people""",2,"Current Employee - Anonymous Employee in San Francisco, CA",People are smart. Interesting problem space.,Culture is toxic and change will take time.,5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 2, 2017","""Marketing Review""",5,Current Employee - Campaigns Manager in Cairo (Egypt),"Extremely fast pace, lots of learning","Extremely fast pace, needs proper time management",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P137.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 2, 2017","""Call center...""",3,"Former Employee - Customer Service Representative in Phoenix, AZ","Great medical benefits, free food, free parking","Culture, management, lack of leadership.",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 2, 2017","""Uber for Business""",5,Current Employee - U4B in Hyderabad (India),"Freedom to work, good food at cafeteria and friendly management",None as of now. Minor problems are always addressed immediately.,3,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 2, 2017","""Great company full of challenges""",5,Current Employee - Operations Manager,Fast growing company with many challenges. Many opportunities to drive growth and to have a measurable impact in the community any and in people's lives. Exciting time to join Uber!,"Low work life balance (but still better than consulting, investment banking...).",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Best workplace, subject matters and people""",5,Current Employee - Operations and Logistics Manager in Paris (France),#NAME?,#NAME?,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Best Company Ever!""",5,"Current Employee - Anonymous Employee in Newcastle upon Tyne, England (UK)","Brilliant perks, genuine inclusion from all levels of business, fast paced and changing work environment, always something to be getting on with you're given a lot of freedom and respect!","Genuinely can't think of anything, I love working here!",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""A great place to work""",5,Current Employee - CSR2 in Krakí_w (Poland),#NAME?,not many - some markets have shifts but the managers are willing to make them comfortbale for everyone,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""An dinamic and inspiring place to work""",5,Current Employee - Anonymous Employee,I love being able to work in a company that is truly changing the way people understand their cities. Is great to work around truly passionate people who are ready to change the world. I had the opportunity to get promoted in the company within my first month.,"Some of the promotions are not in the ""job and salary"" but in tasks and responsibility. That's sometimes are very frustrating because you work twice harder than others to get paid even.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Really young company""",5,"Current Employee - Anonymous Employee in Campinas, Sí£o Paulo (Brazil)","Young company
A lot of freedom and autonomy
Good payment and benefits
Real chances of promotion","A lot of changes every week
Not transparent",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""A great company""",5,Current Employee - Anonymous Employee,"Good company, with a pleasant work environment and many opportunities for growth.",for the moments grows really fast and the proceses need a design.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""N'uber""",5,"Current Employee - Expert II in Belo Horizonte, Minas Gerais (Brazil)","Relaxed atmosphere
Benefits and recognition
Training
People who are smart and willing to help",I do not have anything bad to report,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P138.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""A good place to work""",5,"Current Employee - Customer Service in Porto Alegre, Rio Grande do Sul (Brazil)",The chances of growth and the opportunities to always be creating and innovating are what make Uber a great place to work.,"I miss leadership training. Because we deal with many people, it would be really cool if we could be trained to deal calmly with any kind of situation.
Especially in cases of police officers and people who have been rejected.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Work environment analysis""",5,Current Employee - Service Agent in Cabo Frio (Brazil),"Good remuneration for the team;
Always willing to help;
Always listening to the team before making important decisions.","The communication of new products has yet to be improved a bit, because the information ends up being delayed.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Uber in Love""",5,"Current Employee - Expert in Brasí_lia, Federal District (Brazil)",Freedom for ideias and nice place to enjoy the work!,"Sometimes communications delayed, but not so horrible",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Sort CSR""",5,"Current Employee - Sort Customer Service Representative in Phoenix, AZ","Positive environment, great opportunities, great benefits, Senior management really cares for everyone, and has an excellent team work vibe that makes everyone feel accepted.",Training program could be better and changes could be communicated a little better.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Staff Systems Engineer""",5,"Current Employee - Anonymous Employee in San Francisco, CA","Open culture, best idea wins, conductive to growth, Friendly management","growing fast so there are redundancies for work, old timers feel they own the place but that is changing fast as I see",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Social Operations Response Team Agent, CSR""",5,"Current Employee - Customer Support Representative in Phoenix, AZ","Uber is very diverse and accepting. The company is not a hierarchy, it's not a bureaucracy. Uber offers a lot of opportunities to its employees and the perks and benefits are outstanding. We are always striving to improve, and what they say in the news is not truly accurate. I've never worked for a better company! My team lead and managers are great because they actually listen to you!",Nothing! I can't complain at all!,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Challenge, opportunity to create and grow.""",5,Former Employee - Monitor/Expert II in Guarulhos (Brazil),"We have the opportunity to make not only our business growing, but also Celebrate the City. UBER give us challenges to learn new tools and seek excellence in your delivery. It is fantastic to work in a place where all staff seeks growth, not only professionally but as a human being.","The organization. We mostly care about is it, But we know that living in expansion gives us this negative point.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""expert""",4,Current Employee - Anonymous Employee,"amazing teams, continuous trainings, stimulating new ideas, the environment is conducive to learning, respect and appreciation of differences.",there is no career plan. the structure is unclear.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Data Scientist""",5,Current Employee - Anonymous Employee,"Horizontal movement is encouraged, so changing teams is made easier","You frequently feel underwater, but I suppose you get used to that",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 3, 2017","""Working for Uber is an amazing job and Uber has amazing perks""",3,"Current Employee - Sort Customer Service Representative in Phoenix, AZ","Where do I begin? Working here is literally anyone's dream job who loves social networking! I have only been here for 3 months (celebrated my Uberversity today) and I love it. The location is a pro in itself. You get to see Phoenix from an amazing high rise view. If you work a morning shift or late shift, watching the sunrise and the sunset of Camelback Mountain, South Mountain and the city is just breathtaking. Besides working for an amazing brand, the location I thank them for choosing. We also get catered lunch everyday; enjoying Indian, Mexican, Thai etc. cuisine's. We have flavored water and unlimited snacks and drinks!! Parking is complimentary or public transportation. We have 100% health, eye and dental insurance coverage. You will also work right in the middle of just about the best area in Phoenix!! Easy access to the hottest everything going down in AZ! On top of all this, Uber, also, in addition gives us other perks that are, yet, again AMAZING and you'll have to just wait to find out for yourself!!
The COE (Center of Excellent) is mainly social and email support with priority teams who may provide phone support in certain cases. So the environment is nice and you don't hear much talking like you would at a call center. Everyday we are interacting via the #1 global platforms of the social media world responding to people via social every single minute of our lives! A non stressful job with the only head phones around your head is for the pleasure of your music selection.
This company would honestly be great if they just get management to actually follow their own cultural values.","Leadership. Some of the down side to working at Uber, unfortunately, is the people in a position that allows for bad team leads that are antagonist allowing inappropriate commentary to be made. The majority of contacts that we handle are global and diverse, yet, within the COE, diversity it's intolerant. There is no other support besides an English language support so many times contacts are resolved due to ""foreign language"", never receiving support. ""Oxford English and comma"" plays a huge role in our QA when it shouldn't be necessarily the focus and take away from the actual job description and that's providing actual support. Also, they promote within, rather than hire an experienced person in position externally, a non experience person as a lead who also doesn't have a clue about the job responsibilities they oversee. This is bad management.",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P139.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 4, 2017","""My Experience with UBER Phoenix""",5,"Current Employee - Customer Service Representative in Phoenix, AZ","Excellent Benefits, start immediately
Excellent Uber Perks/Credits, monthly allowance
Excellent Break Rooms, free snacks and catered lunch
Clean Offices, Facilities, Kitchens, and Break Rooms
Very Relaxed Environment with Friendly/Fair Management","Uber is a popular company, many people will ask you what its like working there.
Uber has had a lot of negative press lately.
A very diverse group of people sometimes makes me nervous that I might accidentally offend someone.",2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 4, 2017","""Operations Coordinator""",5,Current Employee - Operations Coordinator in Bengaluru (India),"Close to Business,
Challenging problems and freedom to solve them.
Great team.
Truly global product and brand.",Super quick decision making leads to anxiety before results,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 5, 2017","""Legal and Tax Analyst""",4,"Current Employee - Legal and Tax Analyst in Sí£o Paulo, Sí£o Paulo (Brazil)",I feel part of company's objectives,Some processes need to be improved,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 5, 2017","""3 months experience""",5,"Current Employee - Supervisor in Vití_ria, Espí_rito Santo (Brazil)","I use to work for Uber, but as a third party. So now, as a intern i feel much more appreciated. The main points that changed are:
Benefits and salary increase","Sincerely, I donŒÇt have much to complaint",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 5, 2017","""Operations and Logistics Manager""",5,Current Employee - Anonymous Employee,#NAME?,#NAME?,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 6, 2017","""UBER on Brazil""",5,"Current Employee - Expert in Salvador, Bahia (Brazil)","Informal place, good relation with superiors, great coleages.",The sctructure sometimes is not of the best.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 6, 2017","""Logistics Specialist""",5,"Current Employee - Logistics Professional in San Francisco, CA",A very up beat fun atmosphere. Great PERKS! A progressive environment that is invested in the future of the company and its employees.,Currently going through some leadership changes. Fast paced work environment.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 6, 2017","""Very nice!""",5,Current Employee - Anonymous Employee,"Great Benefits, nice workspace and worktools (hardwares and online)",We miss a resting room at Spots like we have on the HUB and pause times during job journey at Green Ligths,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 8, 2017","""Uber review""",4,Former Employee - Analyst in Sydney (Australia),Good culture and managment I guess.,Need more information on whats happening,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 8, 2017","""Best place to learn and change how world operates""",5,Current Employee - Operations Coordinator in Colombo (Sri Lanka),An immense amount of learning and independent decision making at a different level. We can do real changes in the cities if we believe in change and good customer service. Exposure to a super class team who take the business to a different level will develop the individual's personality and how we look at problems in the day to day life.,Not found any cons as of now,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P140.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 9, 2017","""our mission is to provide sustainable future in modern ride sharing tech based world for both customer and drivers.""",5,Current Employee - Anonymous Employee,A uk based startup lokking to challenge the world and its the time to get on the ladder with enormous opportunity.,"As a startup you will the key people taking a lot of hard work.As an startup the salary will be an issue,but have chances to review as company develops.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 9, 2017","""Toxic""",2,Current Employee - Anonymous Employee,"I find it difficult to pinpoint any pros at this company, this may have to due with starting when 20 people were fired, and then most of the executive board resigning. One would assume employees would take this seriously however this did not occur, people complained about having to participate in diversity seminar while recognizing the fact that the company is all white and all male. In addition to the toxic company culture, there is no work to do. I, personally, spend the majority of my day sitting at my desk doing nothing as my manager has problems delegating work.","Toxic corporate culture. The recruitment process lacked honesty, I directly asked if the temporary position (3-6 months) could be made permanent during the interview and I was told no. However on my first day I found that my position is still temporary, but open-ended which has put me in a position where Uber can just let me go when they see fit. This wouldn't be as problematic if other people were not hired on during the same week but with permanent contracts for the same position.",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 9, 2017","""Pretty good workplace, not like the press has painted""",4,"Current Employee - Software Engineer in San Francisco, CA","Great and smart coworkers, a lot of opportunities to grow.",A lot of duplicated efforts. Need better organization.,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 9, 2017","""Uber eats stinks""",1,Former Employee - Anonymous Employee,Uber eats is not worth your time. They have you delivering all over Dallas for no tips & little pay,Uber eats doesn't pay you to deliver food not worth your time.,2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Interesting & challenging work, sincere and smart people""",5,Current Employee - Anonymous Employee,Most people I have met and worked with at Uber are smart and sincere. They really care about the customers and solving very hard problems which have not been solved before. There is no lack of challenging problems.,"Coordination between various departments is a challenge, given the incredible pace of growth. Work is sometimes duplicated because of lack of communication.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Uber is a great place to work.""",5,"Former Employee - Expert in Vití_ria, Espí_rito Santo (Brazil)",Everything at Uber is as funny as a great amusement park. Every day at work is a new challenge and it is always a grat opportunity to grow.,Nothing at the moment. Uber is great.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Not a place for long term employment""",2,Current Employee - Anonymous Employee in Dubai (United Arab Emirates),#NAME?,#NAME?,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Expert""",3,"Current Employee - Customer Experience in Washington, DC","Relaxed working environment
Leads intermediating management
Ability to take off when necessary","Payment
Advancement opportunity
Security
Sense of value
Job Benefits",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Investigating incidents reported in by riders and partners""",5,"Current Employee - Community Support Representative in Phoenix, AZ","Young business with a casual, driven, workflow. Benefits like catered lunch and Uber credits every, as well as the other ones they give make their employees feel valued.","Because it is a young business, they are still working on defining their selves and finding structure, policies, and business programs that best fit their needs.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Best Job I've EVER HAD""",5,"Current Employee - Customer Service Representative in Sí£o Paulo, Sí£o Paulo (Brazil)","Great diversity of People. There is people from every tribe, every ethnicity and everybody lives in peace with our differences.
Managers that care about the employers. There isn't any barrier between the employees and the Office Managers and i think that's beautiful.",There isn't any cons here.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P141.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 10, 2017","""Uber- Xchange Leasing""",4,"Current Employee - Senior Operations Manager in Phoenix, AZ",#NAME?,#NAME?,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 11, 2017","""Really good""",4,Former Employee - Anonymous Employee,"flexible, great team, smart people keep it up",none that i can think of,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 12, 2017","""Best place to work""",5,Current Employee - OpsCo in Kiev (Ukraine),"Great people
Opportunity to grow very fast
Lots of challenging projects
Rare opportunity to change the world","Work life balance can be better, but it more depends on person's choice",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 12, 2017","""Great company for recent graduates!""",4,Current Employee - Anonymous Employee,The culture is great. Company creates a space where you can be yourself.,More structure is needed in operations org.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 12, 2017","""Good place to work""",4,Current Employee - Anonymous Employee,"Good pay, perks, flexible work hours","Work life balance, job pressure",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 13, 2017","""Partner Support""",3,Former Employee - Anonymous Employee,"Nice company workplace, food ,vacation","Bad company cutlery, bad manager",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 13, 2017","""Customer Service Representative""",5,Current Employee - Anonymous Employee,"Amazing perks - benefits are super low cost and cover a ton of services.
Excellent pay
Snacks on tap - all day.
Catered lunch and dinner
Positive and productive atmosphere - everyone wants to be at work.
Secure building, helpful security
Great view of phoenix","Everyone is always a little confused since it's still a baby company. Policies and processes are not efficient, but the leadership is extremely transparent about everything.",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 13, 2017","""Greenlight Coordinator""",3,Former Employee - GreenLight Coordinator,Fast growth led to lots of areas of opportunity for personal career growth. Solid benefits.,"Company-wide:
inexperienced (and poor) leadership
lack of diversity
lack of recognition
grossly broken performance review process
mishandling of HR issues
poor company perception of drivers
poor company perception of Uber contractors
lack of transparency with drivers
sexism
disorganization
lack of process transparency
lack of cross team communication
lack of acknowledgement by leadership of company problems (until heavy media attention in early 2017)",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 15, 2017","""don't recommend""",2,Former Employee - Anonymous Employee,"flat organization, open working environment","overloaded works, underpaid, messy management",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 16, 2017","""it's whatever""",3,Former Employee - Anonymous Employee,The pay is pretty good for what you are doing,they don't care about employees,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P142.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""It isn't the dream that you thought it would be""",2,Former Employee - Anonymous Employee in Sydney (Australia),"People who joined early are smart, and they work hard.
The new breed, especially management who live off the success of the grunts who did all the work not so much","too much internal politics
it used to be about smart people and smart ideas now its about who can play the game
this is particularly relevant to oversight from Singapore - heads of functions have no idea how to actually do the jobs they have been given completely out of their depth and dont like being challenged",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""UberEATS Restaurant Operations Manager role""",5,Current Employee - Restaurant Operations Manager,"The greatest thing about the company is the incredible people you get to work with! Everyone is dynamic, highly intelligent and ambitious. It's a great environment to be in.",Expectation to work long hours.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""Great experience so far!""",4,"Current Employee - Producer, Brand in San Francisco, CA","* people here are really smart and hard-working
* we are solving some really unique challenges, especially compared to other tech companies in the Valley
* you really do have the opportunity to create impact in a real way. it's easy to take an idea and run with it - no one is stopping you
* SF-location","* the negative press can get to you - it's constant
* if you're used to a company where all the processes are up and running and there are robust systems and programs, this is not the place for you
* lack of leadership",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""Treated employees like they were always expendable""",1,"Former Employee - Distributor in Los Angeles, CA","All the free food, but after your first hundred subs, you'll l never eat another godmother from Bay Cities again.","Almost everything else, I loved working with other distributors and providing this fun, new service in LA, but Uber cooperate was never the best at communication or providing benefits with it's workers, unlike UberX, distributors needed to be dependably on time at various partnered restaurants six days a week, driving to and from distro sites and dispensing food to the Uber drivers for delivery. We were classified as 10-99, but had to fulfill the demands and expectations of a full time employee.",1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""UBER EXPERT""",5,"Current Employee - Expert in Los Angeles, CA",One of the best reasons to work for Uber is I get to provide people with proficient assistance. Another reason I enjoy working for Uber is getting all the benefits. I also appreciate the patience and how helpful my coworkers are.,One of the cons of Uber is that there are not enough meetings and confirmed information.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 17, 2017","""CommOps manager""",5,Current Employee - Community Operations Manager in Singapore (Singapore),#NAME?,#NAME?,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 18, 2017","""Expert I""",5,"Current Employee - Expert in Hollywood, FL",#NAME?,#NAME?,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 18, 2017","""Expert 1""",5,"Current Employee - Expert in Miami, FL",Pay is great benefits are cool working for Uber management makes its feel like home free food uber credits are awesome Lots of chances to move up in the company,none cant say much of a downside,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 18, 2017","""Fantastic Company to work for!""",5,"Current Employee - Anonymous Employee in London, England (UK)","Incredible employee benefits at a corporate level. Including free breakfasts, lunches and MUCH much more - not forgetting free gear!
All the staff from junior to senior are extremely friendly and do some incredible work.
A genuinely great place to work - second to none.
What you put in, you get back - that's not something a lot of big companies can say they do.",Nothing to complain about so far!,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 18, 2017","""Uber Rocks""",5,"Current Employee - Expert I in San Diego, CA",Wonderful place to work. Environment is very friendly and inviting.,Meeting face to face with disgruntled Partners can be intimidating at times.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P143.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 19, 2017","""Opportunity""",5,"Current Employee - Uber Expert in Minneapolis, MN",Lots of room to contribute how you want. Truly inspiring people. So much fun to work with drivers every day.,It's not super fun when drivers vent about whatever situation they're going through - especially when you don't have the ability to improve it. It can be frustrating but worth it when you can help.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 19, 2017","""Don't be a software engineer at this company""",1,"Former Employee - Software Engineer in San Francisco, CA",Lots of smart and young engineers to work with. But the working environment is competitive instead of collaborative. You need to be very aggressive and good at stepping on other's shoulder to move up.,Terrible culture and management team. No work life balance. Extremely long working hours and hard to get vacation days to recharge. You have to work even when you are sick.,13,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 20, 2017","""Customer Support Representative""",1,Current Employee - Customer Support Representative in Krakí_w (Poland),#NAME?,"- No career opportunities for smaller markets/teams
- Worst management I've ever had, no one cares about us. When i started here, it was a lot better.
- Everyone is talking about culture but there is no culture at all",3,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 21, 2017","""Amazing work environement""",5,Current Employee - Community Support Representative in Krakí_w (Poland),"Relaxing , open , free food and entertainment environment",Not too many. Maybe its hard to get the hang of some tools in the beginning because some things are not as clear,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 24, 2017","""Growing Pains: No More Startup Hustle""",4,Former Employee - Marketing Manager in Bengaluru (India),#NAME?,#NAME?,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 24, 2017","""Fun, challenging and liquid work environment""",5,"Current Employee - Anonymous Employee in Pittsburgh, PA","Specifically at the ATG, Uber has been a wild ride. There is ample opportunity to contribute and build the company in a way that fits your strengths. When you find a part of the business that you're interested in and needs help, you have plenty of opportunity to take on new challenges. The work environment is liquid - there certainly have been a lot of changes over the course of the company, but I strongly believe all of the changes have been in conjunction with the company's effort to make Uber a great place to work.","The business is young, and still finding its footprint in the world. While it often feels like your career is in a rocketship because of the nature of the work and business is fast-paced, this can be frustrating in your career if you don't know what you're getting yourself into. Some people don't like a lot of change in the workplace, and working in less structured environments.",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 24, 2017","""IRT Specialist""",4,Former Employee - Anonymous Employee,Great benefits and work environment.,Schedules are not flexible.,0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 26, 2017","""WOW""",1,Current Employee - Anonymous Employee,You can work when you want.,"You can make more delivering pizzas
We average $15 to $20 per hour....that is before gas!!!",0,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 27, 2017","""delivery driver""",4,Former Employee - Anonymous Employee,great money and a chance to view all parts of the city,cant be online or working more than 13 hours,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P144.htm?sort.sortType=RD&sort.ascending=true,Uber
